"date.obs" "name.stat" "lon.stat" "lat.stat" "forecast" "obs"
"1" "2000011200" " KCQV" "-117.88" "48.55" "0.034" "1.161"
"2" "2000011200" " KMYL" "-116.1" "44.88" "-0.952" "0.606"
"3" "2000011200" " KCEC" "-124.23" "41.78" "9.948" "11.161"
"4" "2000011200" " KMWH" "-119.32" "47.2" "1.423" "2.272"
"5" "2000011200" " KREO" "-117.89" "42.58" "4.537" "10.05"
"6" "2000011200" " KP69" "-115.6" "46.14" "2.75" "-0.506"
"7" "2000011200" " KUIL" "-124.55" "47.95" "5.235" "2.828"
"8" "2000011200" " KBNO" "-118.95" "43.58" "0.709" "2.828"
"9" "2000011200" " KALW" "-118.28" "46.1" "5.849" "5.05"
"10" "2000011200" " KBFI" "-122.3" "47.53" "5.059" "5.606"
"11" "2000011200" " KBLI" "-122.53" "48.8" "4.4" "2.272"
"12" "2000011200" " KCLM" "-123.5" "48.12" "4.841" "3.383"
"13" "2000011200" " KDEW" "-117.43" "47.97" "0.272" "0.606"
"14" "2000011200" " KELN" "-120.53" "47.03" "-0.578" "0.05"
"15" "2000011200" " KFHR" "-123.02" "48.52" "5.815" "5.606"
"16" "2000011200" " KHIO" "-122.95" "45.53" "1.673" "3.939"
"17" "2000011200" " KHRI" "-119.26" "45.83" "6.846" "6.161"
"18" "2000011200" " KLMT" "-121.73" "42.15" "0.908" "5.05"
"19" "2000011200" " KRSK" "-119.593" "46.394" "-0.086" "-1.061"
"20" "2000011200" " KHMS" "-119.6" "46.57" "2.76" "2.272"
"21" "2000011200" " KMLP" "-115.68" "47.45" "-3.857" "-6.617"
"22" "2000011200" " KMMV" "-123.14" "45.19" "2.102" "2.828"
"23" "2000011200" " KOMK" "-119.52" "48.46" "-0.862" "-1.061"
"24" "2000011200" " KONO" "-117.02" "44.02" "1.456" "0.606"
"25" "2000011200" " KPAE" "-122.28" "47.9" "4.657" "4.494"
"26" "2000011200" " KPSC" "-119.12" "46.27" "3.483" "6.161"
"27" "2000011200" " KPUW" "-117.12" "46.75" "1.428" "0.606"
"28" "2000011200" " KRBG" "-123.35" "43.23" "4.585" "3.939"
"29" "2000011200" " KRNT" "-122.22" "47.5" "5.063" "5.606"
"30" "2000011200" " KSFF" "-117.32" "47.68" "0.884" "1.717"
"31" "2000011200" " KSPB" "-122.86" "45.77" "1.58" "4.494"
"32" "2000011200" " KTIW" "-122.58" "47.27" "5.208" "3.939"
"33" "2000011200" " KTTD" "-122.4" "45.55" "2.746" "4.494"
"34" "2000011200" " KUAO" "-122.77" "45.25" "2.411" "5.05"
"35" "2000011200" " KVUO" "-122.66" "45.62" "2.114" "4.494"
"36" "2000011200" " KAWO" "-122.16" "48.17" "4.196" "2.828"
"37" "2000011200" " KCOE" "-116.82" "47.77" "0.749" "0.05"
"38" "2000011200" " KCVO" "-123.28" "44.5" "1.878" "2.272"
"39" "2000011200" " KEAT" "-120.2" "47.4" "0.024" "-1.061"
"40" "2000011200" " KEUL" "-116.63" "43.63" "2.015" "3.939"
"41" "2000011200" " KKLS" "-122.9" "46.12" "1.685" "3.939"
"42" "2000011200" " KLGD" "-118" "45.28" "0.62" "2.272"
"43" "2000011200" " KLKV" "-120.4" "42.17" "0.934" "5.05"
"44" "2000011200" " KOTH" "-124.25" "43.42" "7.263" "7.272"
"45" "2000011200" " KPWT" "-122.75" "47.5" "3.958" "2.272"
"46" "2000011200" " KRDM" "-121.15" "44.25" "0.167" "2.272"
"47" "2000011200" " KSIY" "-122.47" "41.78" "2.124" "7.828"
"48" "2000011200" " KMFR" "-122.87" "42.37" "2.769" "3.383"
"49" "2000011200" " KGEG" "-117.53" "47.63" "0.738" "0.606"
"50" "2000011200" " KBOI" "-116.22" "43.57" "1.785" "6.717"
"51" "2000011200" " KPDT" "-118.85" "45.68" "5.422" "5.05"
"52" "2000011200" " KMSO" "-114.08" "46.92" "-0.662" "-3.839"
"53" "2000011200" " KPDX" "-122.6" "45.6" "2.239" "4.494"
"54" "2000011200" " KMHS" "-122.32" "41.32" "2.266" "3.383"
"55" "2000011200" " KSLE" "-123" "44.92" "1.991" "4.494"
"56" "2000011200" " KMEH" "-118.4" "45.52" "-0.162" "0.05"
"57" "2000011200" " KSXT" "-123.37" "42.62" "2.371" "1.161"
"58" "2000011200" " KSMP" "-121.33" "47.28" "-2.778" "-3.283"
"59" "2000011200" " KWMC" "-117.8" "40.9" "7.043" "13.383"
"60" "2000011200" " KOLM" "-122.9" "46.97" "3.989" "4.494"
"61" "2000011200" " KSHN" "-123.15" "47.23" "4.25" "1.161"
"62" "2000011200" " KYKM" "-120.53" "46.57" "1.818" "0.606"
"63" "2000011200" " KEUG" "-123.22" "44.12" "2.104" "0.606"
"64" "2000011200" " KAST" "-123.88" "46.15" "4.924" "5.606"
"65" "2000011200" " KFCA" "-114.27" "48.3" "-1.307" "-1.061"
"66" "2000011200" " KSEA" "-122.3" "47.45" "4.709" "3.939"
"67" "2000011200" " K5J0" "-118.97" "44.4" "0.939" "6.161"
"68" "2000011200" " KBKE" "-117.82" "44.83" "0.352" "1.161"
"69" "2000011200" " KEPH" "-119.52" "47.3" "0.741" "2.272"
"70" "2000011200" " KHQM" "-123.93" "46.97" "3.992" "4.494"
"71" "2000011200" " KTDO" "-122.8" "46.48" "3.289" "3.939"
"72" "2000011200" " KLWS" "-117.02" "46.38" "3.307" "2.272"
"73" "2000011200" " KAAT" "-120.57" "41.48" "1.547" "7.272"
"74" "2000011200" " KMUO" "-115.87" "43.05" "2.103" "3.939"
"75" "2000011200" " KGRF" "-122.58" "47.08" "4.58" "5.05"
"76" "2000011200" " KNUW" "-122.65" "48.35" "5.453" "6.161"
"77" "2000011200" " KTCM" "-122.48" "47.13" "4.909" "3.939"
